Unnamed: 0,file_code,EU27,BE,BG,CZ,DK,DE,EE,IE,EL,ES,FR,HR,IT,CY,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,UK,IS,NO,CH,ME,MD,MK,AL,RS,TR,US
not_changed_do_not_read_out_,Q3,2899.0,129.0,64.0,111.0,145.0,92.0,139.0,78.0,152.0,135.0,111.0,72.0,157.0,62.0,98.0,127.0,55.0,90.0,50.0,126.0,102.0,97.0,100.0,88.0,112.0,107.0,171.0,154.0,120.0,92.0,90.0,145.0,19.0,19.0,54.0,16.0,53.0,53.0,77.0
not_changed_do_not_read_out__percentage,Q3,24.0,25.3,14.9,22.0,36.6,18.3,33.9,17.4,30.8,24.3,21.9,17.4,30.4,29.0,27.1,28.3,22.8,24.2,21.1,23.6,23.0,19.6,20.5,18.1,31.0,22.9,38.8,31.6,28.1,45.3,21.8,35.4,25.4,26.4,19.8,33.0,14.6,13.8,17.2
don_t_know_no_answer,Q3,1288.0,45.0,65.0,41.0,49.0,25.0,23.0,64.0,14.0,27.0,56.0,58.0,52.0,7.0,31.0,72.0,29.0,24.0,42.0,150.0,51.0,97.0,33.0,46.0,6.0,64.0,12.0,39.0,57.0,42.0,50.0,47.0,17.0,2.0,22.0,3.0,22.0,30.0,50.0
don_t_know_no_answer_percentage,Q3,10.7,8.8,15.2,8.1,12.4,5.0,5.6,14.2,2.8,4.9,11.0,14.0,10.1,3.2,8.7,16.1,12.2,6.4,17.8,28.1,11.4,19.7,6.8,9.4,1.8,13.7,2.7,8.0,13.3,20.5,12.0,11.5,21.6,2.9,8.0,6.1,6.1,7.9,11.1
total_decreased_,Q3,3615.0,165.0,187.0,187.0,125.0,140.0,153.0,125.0,183.0,145.0,96.0,175.0,176.0,107.0,104.0,176.0,88.0,152.0,79.0,131.0,180.0,110.0,227.0,204.0,118.0,160.0,163.0,136.0,107.0,21.0,102.0,95.0,23.0,33.0,94.0,16.0,163.0,158.0,97.0
total_decreased__percentage,Q3,30.0,32.4,43.9,37.2,31.7,27.7,37.2,27.9,37.3,26.0,19.0,42.4,34.0,49.8,28.8,39.3,36.8,41.0,33.5,24.6,40.5,22.1,46.4,41.9,32.5,34.2,37.1,28.0,25.0,10.1,24.7,23.2,30.3,46.7,34.5,33.3,44.9,41.2,21.7
total_increased_,Q3,4264.0,171.0,111.0,164.0,76.0,248.0,96.0,181.0,143.0,249.0,244.0,108.0,132.0,39.0,128.0,73.0,68.0,105.0,65.0,126.0,112.0,192.0,129.0,149.0,126.0,137.0,94.0,158.0,143.0,49.0,172.0,122.0,17.0,17.0,103.0,13.0,125.0,142.0,223.0
total_increased__percentage,Q3,35.3,33.5,26.0,32.7,19.3,49.0,23.3,40.5,29.1,44.8,48.2,26.2,25.5,17.9,35.4,16.3,28.2,28.4,27.6,23.7,25.2,38.6,26.3,30.6,34.7,29.1,21.3,32.4,33.6,24.1,41.5,29.8,22.7,24.0,37.8,27.6,34.4,37.1,50.0
base_total,Q4,12184.0,528.0,438.0,518.0,415.0,524.0,433.0,434.0,519.0,559.0,522.0,435.0,519.0,218.0,399.0,462.0,244.0,423.0,236.0,536.0,449.0,505.0,497.0,514.0,417.0,471.0,452.0,517.0,424.0,216.0,439.0,422.0,73.0,73.0,329.0,67.0,393.0,413.0,450.0
base_weighted_total,Q4,12066.0,511.0,426.0,502.0,395.0,505.0,412.0,448.0,492.0,556.0,507.0,412.0,516.0,215.0,362.0,447.0,240.0,371.0,237.0,533.0,444.0,496.0,490.0,486.0,362.0,469.0,439.0,487.0,427.0,204.0,414.0,411.0,77.0,70.0,273.0,49.0,362.0,382.0,447.0
nothing,Q4,3111.0,110.0,104.0,157.0,142.0,107.0,174.0,52.0,139.0,137.0,185.0,76.0,76.0,70.0,125.0,214.0,67.0,60.0,39.0,139.0,99.0,171.0,80.0,105.0,113.0,125.0,148.0,174.0,145.0,81.0,60.0,75.0,33.0,18.0,60.0,12.0,71.0,149.0,86.0
nothing_percentage,Q4,25.8,21.5,24.3,31.2,35.9,21.2,42.4,11.6,28.3,24.6,36.4,18.4,14.8,32.4,34.5,47.8,27.8,16.2,16.6,26.1,22.3,34.5,16.3,21.6,31.1,26.6,33.7,35.8,34.0,39.9,14.4,18.3,42.9,25.2,21.8,25.1,19.5,38.8,19.3
less_than_1_of_annual_revenue,Q4,2692.0,99.0,85.0,102.0,71.0,92.0,90.0,64.0,77.0,67.0,143.0,89.0,156.0,58.0,88.0,108.0,76.0,101.0,40.0,101.0,107.0,120.0,64.0,136.0,88.0,127.0,93.0,94.0,52.0,38.0,69.0,91.0,1.0,14.0,56.0,5.0,72.0,42.0,78.0
less_than_1_of_annual_revenue_percentage,Q4,22.3,19.3,19.9,20.2,17.9,18.2,21.9,14.2,15.6,12.1,28.2,21.5,30.3,26.8,24.3,24.3,31.6,27.3,17.0,18.9,24.1,24.2,13.0,28.0,24.2,27.2,21.2,19.4,12.3,18.9,16.7,22.3,1.6,19.5,20.6,10.2,20.0,11.0,17.5
1_5_of_annual_revenue,Q4,3314.0,168.0,116.0,134.0,65.0,162.0,94.0,128.0,174.0,241.0,88.0,141.0,119.0,52.0,78.0,73.0,57.0,121.0,71.0,146.0,146.0,111.0,146.0,141.0,76.0,129.0,97.0,122.0,111.0,49.0,143.0,131.0,9.0,7.0,56.0,14.0,105.0,97.0,129.0
1_5_of_annual_revenue_percentage,Q4,27.5,32.9,27.1,26.7,16.5,32.0,22.8,28.5,35.4,43.3,17.4,34.2,23.1,24.2,21.4,16.2,23.9,32.5,29.8,27.4,32.9,22.3,29.9,29.0,21.0,27.6,22.1,25.1,26.1,24.0,34.7,32.0,12.2,9.7,20.3,28.8,29.0,25.3,29.0
6_10_of_annual_turnover,Q4,1013.0,49.0,59.0,57.0,31.0,52.0,26.0,60.0,59.0,53.0,23.0,32.0,49.0,16.0,24.0,25.0,10.0,19.0,13.0,18.0,19.0,28.0,64.0,54.0,42.0,52.0,58.0,49.0,35.0,4.0,54.0,40.0,13.0,14.0,45.0,8.0,48.0,40.0,49.0
6_10_of_annual_turnover_percentage,Q4,8.4,9.6,13.8,11.3,7.8,10.3,6.3,13.3,12.0,9.6,4.6,7.6,9.6,7.6,6.5,5.7,4.1,5.1,5.3,3.3,4.4,5.7,13.0,11.1,11.5,11.2,13.1,10.1,8.1,2.0,13.0,9.8,16.9,20.3,16.5,16.1,13.3,10.5,10.9
11_30_of_annual_turnover,Q4,380.0,13.0,20.0,23.0,20.0,17.0,3.0,24.0,24.0,19.0,9.0,17.0,12.0,7.0,13.0,5.0,1.0,19.0,3.0,23.0,8.0,10.0,21.0,19.0,24.0,8.0,19.0,26.0,11.0,4.0,11.0,7.0,10.0,1.0,16.0,0.0,35.0,13.0,30.0
11_30_of_annual_turnover_percentage,Q4,3.2,2.6,4.8,4.5,5.1,3.4,0.7,5.3,4.9,3.4,1.8,4.2,2.3,3.0,3.7,1.1,0.4,5.2,1.2,4.4,1.8,2.1,4.3,3.8,6.5,1.8,4.4,5.4,2.7,1.8,2.7,1.8,13.3,2.1,6.0,0.6,9.7,3.4,6.7
more_than_30_of_annual_revenue,Q4,286.0,7.0,17.0,14.0,13.0,6.0,7.0,14.0,6.0,15.0,8.0,14.0,18.0,6.0,5.0,6.0,0.0,7.0,0.0,21.0,7.0,14.0,8.0,20.0,8.0,4.0,2.0,3.0,21.0,0.0,20.0,8.0,2.0,1.0,13.0,1.0,11.0,13.0,5.0
more_than_30_of_annual_revenue_percentage,Q4,2.4,1.4,4.0,2.9,3.3,1.2,1.6,3.2,1.3,2.7,1.6,3.4,3.4,2.8,1.3,1.5,0.0,1.9,0.0,4.0,1.5,2.7,1.6,4.0,2.2,0.9,0.4,0.7,4.9,0.0,4.8,1.9,2.4,0.8,4.8,2.9,2.9,3.4,1.1
don_t_know_no_answer,Q4,1269.0,65.0,26.0,16.0,54.0,69.0,18.0,107.0,12.0,24.0,50.0,44.0,86.0,7.0,30.0,15.0,29.0,44.0,71.0,85.0,58.0,42.0,107.0,12.0,12.0,22.0,22.0,18.0,51.0,27.0,56.0,57.0,8.0,16.0,27.0,8.0,20.0,29.0,70.0
don_t_know_no_answer_percentage,Q4,10.5,12.7,6.0,3.2,13.6,13.7,4.4,23.8,2.5,4.3,9.9,10.7,16.6,3.3,8.2,3.4,12.2,11.9,30.1,16.0,13.0,8.4,21.9,2.5,3.4,4.8,5.0,3.6,12.0,13.4,13.7,14.0,10.7,22.4,10.0,16.2,5.5,7.6,15.6
base_total,Q5,12184.0,528.0,438.0,518.0,415.0,524.0,433.0,434.0,519.0,559.0,522.0,435.0,519.0,218.0,399.0,462.0,244.0,423.0,236.0,536.0,449.0,505.0,497.0,514.0,417.0,471.0,452.0,517.0,424.0,216.0,439.0,422.0,73.0,73.0,329.0,67.0,393.0,413.0,450.0
base_weighted_total,Q5,12066.0,511.0,426.0,502.0,395.0,505.0,412.0,448.0,492.0,556.0,507.0,412.0,516.0,215.0,362.0,447.0,240.0,371.0,237.0,533.0,444.0,496.0,490.0,486.0,362.0,469.0,439.0,487.0,427.0,204.0,414.0,411.0,77.0,70.0,273.0,49.0,362.0,382.0,447.0
its_own_financial_resources,Q5,7312.0,361.0,293.0,388.0,219.0,345.0,323.0,267.0,384.0,329.0,214.0,270.0,260.0,148.0,211.0,329.0,158.0,238.0,165.0,339.0,353.0,295.0,274.0,416.0,265.0,366.0,269.0,321.0,260.0,100.0,244.0,257.0,42.0,52.0,187.0,33.0,240.0,216.0,278.0
its_own_financial_resources_percentage,Q5,60.6,70.7,68.7,77.3,55.4,68.4,78.4,59.6,78.0,59.2,42.2,65.6,50.3,69.1,58.3,73.6,65.8,64.0,69.7,63.6,79.5,59.6,56.0,85.6,73.2,78.0,61.3,65.9,60.8,49.2,59.1,62.6,54.1,74.4,68.4,68.2,66.2,56.5,62.2
its_own_technical_expertise,Q5,6007.0,221.0,226.0,334.0,190.0,299.0,252.0,127.0,216.0,246.0,169.0,157.0,305.0,88.0,179.0,222.0,83.0,150.0,117.0,226.0,281.0,303.0,203.0,195.0,223.0,288.0,241.0,278.0,253.0,75.0,191.0,183.0,34.0,21.0,63.0,6.0,127.0,134.0,219.0
its_own_technical_expertise_percentage,Q5,49.8,43.2,53.1,66.6,48.0,59.2,61.3,28.3,43.8,44.2,33.4,38.1,59.1,41.0,49.5,49.8,34.6,40.5,49.4,42.4,63.3,61.1,41.5,40.1,61.7,61.4,54.8,57.0,59.3,37.1,46.3,44.6,44.5,29.8,23.1,11.9,35.0,35.0,48.9
external_support,Q5,2745.0,132.0,58.0,89.0,93.0,136.0,21.0,116.0,77.0,143.0,152.0,51.0,136.0,31.0,23.0,65.0,58.0,122.0,78.0,154.0,135.0,32.0,57.0,41.0,73.0,104.0,97.0,74.0,113.0,20.0,162.0,167.0,12.0,7.0,34.0,11.0,105.0,78.0,136.0
external_support_percentage,Q5,22.7,25.8,13.7,17.6,23.6,26.9,5.0,25.8,15.7,25.7,30.1,12.3,26.4,14.5,6.4,14.5,24.2,32.8,32.9,28.9,30.4,6.4,11.7,8.4,20.1,22.2,22.0,15.2,26.4,9.6,39.2,40.7,16.1,9.7,12.5,22.3,28.9,20.5,30.5
other_do_not_read_out_,Q5,301.0,15.0,19.0,4.0,18.0,27.0,3.0,1.0,10.0,29.0,21.0,12.0,0.0,8.0,3.0,11.0,5.0,16.0,5.0,8.0,0.0,0.0,17.0,3.0,12.0,5.0,6.0,14.0,0.0,3.0,10.0,9.0,0.0,7.0,10.0,0.0,6.0,3.0,8.0
other_do_not_read_out__percentage,Q5,2.5,2.9,4.4,0.8,4.5,5.3,0.6,0.2,2.0,5.2,4.1,3.0,0.0,3.6,0.8,2.5,2.0,4.4,2.2,1.4,0.0,0.1,3.5,0.6,3.4,1.1,1.3,2.9,0.0,1.3,2.4,2.3,0.0,9.9,3.8,0.0,1.8,0.7,1.8
don_t_know_no_answer,Q5,685.0,79.0,11.0,21.0,29.0,30.0,20.0,36.0,9.0,51.0,45.0,29.0,8.0,8.0,31.0,32.0,11.0,27.0,11.0,22.0,2.0,20.0,37.0,6.0,10.0,29.0,10.0,40.0,33.0,55.0,24.0,28.0,9.0,2.0,17.0,1.0,10.0,40.0,52.0
don_t_know_no_answer_percentage,Q5,5.7,15.5,2.5,4.3,7.4,6.0,4.8,8.0,1.8,9.3,8.8,7.0,1.6,3.6,8.5,7.1,4.5,7.3,4.6,4.2,0.4,3.9,7.5,1.2,2.7,6.1,2.3,8.1,7.7,26.9,5.8,6.7,11.3,2.2,6.1,2.1,2.8,10.4,11.5
base_total,Q6,3095.0,178.0,92.0,133.0,148.0,170.0,45.0,111.0,125.0,188.0,199.0,70.0,139.0,29.0,58.0,95.0,61.0,156.0,76.0,142.0,169.0,69.0,65.0,74.0,112.0,119.0,132.0,140.0,115.0,41.0,207.0,184.0,11.0,10.0,56.0,20.0,120.0,76.0,159.0
base_weighted_total,Q6,2745.0,132.0,58.0,89.0,93.0,136.0,21.0,116.0,77.0,143.0,152.0,51.0,136.0,31.0,23.0,65.0,58.0,122.0,78.0,154.0,135.0,32.0,57.0,41.0,73.0,104.0,97.0,74.0,113.0,20.0,162.0,167.0,12.0,7.0,34.0,11.0,105.0,78.0,136.0
public_funding_such_as_grants_guarantees_or_loans,Q6,967.0,49.0,27.0,36.0,12.0,51.0,12.0,59.0,42.0,45.0,63.0,12.0,35.0,11.0,7.0,40.0,14.0,98.0,35.0,44.0,43.0,5.0,9.0,15.0,11.0,29.0,23.0,28.0,51.0,7.0,88.0,54.0,1.0,2.0,7.0,3.0,79.0,13.0,30.0
public_funding_such_as_grants_guarantees_or_loans_percentage,Q6,35.2,37.0,46.6,41.2,12.7,37.1,60.1,50.7,54.6,31.4,41.6,23.7,25.6,34.5,31.9,61.3,23.9,80.2,44.9,28.6,31.9,17.0,15.7,37.5,15.7,27.9,24.3,37.7,44.8,35.8,54.2,32.2,7.6,32.9,19.9,26.9,75.7,16.9,21.9
private_funding_from_a_bank_an_investment_company_or_venture_capital_fund,Q6,763.0,43.0,21.0,35.0,24.0,48.0,7.0,21.0,29.0,57.0,29.0,10.0,21.0,8.0,4.0,22.0,5.0,44.0,31.0,45.0,40.0,12.0,27.0,14.0,13.0,35.0,20.0,13.0,16.0,2.0,44.0,38.0,2.0,4.0,13.0,3.0,18.0,9.0,34.0
private_funding_from_a_bank_an_investment_company_or_venture_capital_fund_percentage,Q6,27.8,32.5,36.3,39.2,25.4,35.0,32.6,17.9,37.3,39.8,19.3,18.8,15.1,25.1,16.2,34.2,8.9,36.4,39.9,28.9,29.9,37.4,46.3,34.5,17.9,34.1,21.1,17.4,13.9,10.6,27.2,22.6,18.0,64.3,37.7,25.1,17.1,11.0,24.6
private_funding_from_friends_and_relatives,Q6,271.0,11.0,9.0,18.0,0.0,27.0,1.0,11.0,8.0,12.0,11.0,9.0,10.0,5.0,2.0,12.0,7.0,1.0,6.0,15.0,10.0,4.0,0.0,6.0,8.0,19.0,4.0,5.0,21.0,4.0,18.0,19.0,0.0,2.0,4.0,0.0,3.0,7.0,27.0
private_funding_from_friends_and_relatives_percentage,Q6,9.9,8.6,15.7,20.4,0.4,20.0,4.4,9.1,10.5,8.4,7.0,16.8,7.6,15.9,10.3,18.5,11.6,1.0,7.5,10.0,7.6,12.9,0.0,14.0,11.1,18.3,4.6,6.7,18.2,18.7,11.1,11.6,0.0,28.6,13.1,2.8,3.1,8.8,20.0
advice_or_other_non_financial_assistance_from_public_administration,Q6,726.0,63.0,16.0,28.0,24.0,53.0,5.0,43.0,27.0,42.0,43.0,10.0,13.0,6.0,1.0,30.0,34.0,25.0,7.0,46.0,55.0,4.0,3.0,7.0,16.0,34.0,26.0,16.0,38.0,4.0,59.0,44.0,0.0,0.0,3.0,0.0,34.0,16.0,52.0
advice_or_other_non_financial_assistance_from_public_administration_percentage,Q6,26.4,48.0,26.8,31.7,25.6,39.1,21.9,37.6,35.0,29.6,28.3,19.0,9.3,19.2,6.3,46.5,58.0,20.4,8.8,30.1,40.7,11.6,5.7,17.2,21.7,32.8,26.8,22.0,33.6,20.4,36.3,26.2,0.0,4.4,8.8,0.0,32.1,20.5,38.3
advice_or_other_non_financial_assistance_from_private_consulting_and_audit_companies,Q6,1112.0,68.0,6.0,55.0,44.0,33.0,8.0,21.0,45.0,74.0,40.0,1.0,90.0,16.0,4.0,29.0,16.0,25.0,15.0,40.0,65.0,6.0,14.0,18.0,17.0,45.0,37.0,38.0,30.0,6.0,39.0,53.0,6.0,0.0,7.0,0.0,7.0,18.0,43.0
advice_or_other_non_financial_assistance_from_private_consulting_and_audit_companies_percentage,Q6,40.5,51.2,10.0,62.2,47.5,24.1,38.9,17.8,58.0,51.8,26.6,2.8,66.3,50.1,16.5,44.1,28.3,20.7,19.6,25.9,48.5,17.9,24.1,43.4,23.2,43.2,38.1,50.9,26.4,29.2,24.2,31.9,48.4,6.6,21.3,0.6,6.3,23.5,31.2
advice_or_other_non_financial_assistance_from_business_associations_and_clusters,Q6,746.0,58.0,21.0,33.0,38.0,43.0,9.0,27.0,29.0,39.0,37.0,10.0,27.0,18.0,6.0,29.0,18.0,30.0,15.0,28.0,51.0,4.0,16.0,11.0,12.0,37.0,49.0,33.0,25.0,4.0,58.0,56.0,0.0,0.0,2.0,0.0,18.0,12.0,58.0
advice_or_other_non_financial_assistance_from_business_associations_and_clusters_percentage,Q6,27.2,43.8,35.1,36.7,41.1,31.9,44.6,23.4,36.9,27.4,24.6,18.9,19.8,56.2,23.9,45.0,30.6,24.9,18.7,18.5,37.5,13.3,28.7,28.0,17.1,35.8,50.3,45.2,22.1,20.9,35.5,33.3,0.0,4.4,5.9,2.0,16.8,15.4,42.8
advice_or_other_non_financial_assistance_from_supply_chain_partners,Q6,756.0,43.0,12.0,35.0,40.0,47.0,11.0,24.0,48.0,38.0,41.0,8.0,20.0,9.0,5.0,33.0,17.0,32.0,8.0,39.0,35.0,8.0,6.0,14.0,34.0,48.0,41.0,33.0,42.0,8.0,60.0,84.0,4.0,1.0,4.0,3.0,22.0,18.0,73.0
advice_or_other_non_financial_assistance_from_supply_chain_partners_percentage,Q6,27.6,32.9,20.2,39.0,42.6,34.4,55.3,20.5,62.4,26.4,27.2,16.3,14.4,27.5,20.5,51.3,28.9,26.4,10.7,25.7,25.7,25.9,10.3,34.2,47.2,46.4,42.2,44.1,37.4,41.5,37.2,50.3,32.3,20.5,10.4,24.9,21.4,23.6,53.6
other_do_not_read_out_,Q6,153.0,4.0,3.0,2.0,9.0,14.0,0.0,0.0,0.0,5.0,7.0,7.0,8.0,3.0,6.0,0.0,4.0,9.0,11.0,3.0,15.0,2.0,9.0,2.0,3.0,3.0,5.0,2.0,20.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,7.0,0.0,6.0
other_do_not_read_out__percentage,Q6,5.6,2.9,6.0,2.1,10.2,10.6,0.0,0.2,0.1,3.7,4.9,14.5,6.2,9.7,24.1,0.2,6.4,7.0,14.0,2.0,11.3,7.7,15.1,5.5,4.6,2.6,5.6,3.1,17.7,0.8,1.6,2.1,0.4,8.7,5.3,1.2,6.6,0.4,4.5
don_t_know_no_answer,Q6,113.0,2.0,2.0,3.0,5.0,6.0,0.0,4.0,0.0,0.0,21.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,7.0,8.0,3.0,0.0,0.0,6.0,14.0,7.0,0.0,0.0,1.0,3.0,3.0,13.0,11.0
don_t_know_no_answer_percentage,Q6,4.1,1.2,3.2,3.4,5.9,4.5,0.6,3.9,0.0,0.1,13.5,21.2,0.0,0.0,5.0,0.0,0.0,2.0,0.4,2.5,0.0,7.0,0.0,0.0,9.5,7.4,2.9,0.4,0.0,28.4,8.3,4.4,0.0,0.0,2.0,24.6,2.9,17.1,8.1
total_public_sector_,Q6,1356.0,82.0,30.0,55.0,29.0,72.0,13.0,80.0,48.0,63.0,82.0,20.0,47.0,11.0,8.0,48.0,42.0,99.0,40.0,86.0,75.0,9.0,12.0,18.0,22.0,49.0,41.0,43.0,76.0,7.0,115.0,74.0,1.0,2.0,10.0,3.0,85.0,24.0,68.0
total_public_sector__percentage,Q6,49.4,61.9,52.0,62.3,31.3,53.1,61.3,68.9,62.1,43.8,54.0,40.4,34.8,34.5,33.3,74.3,73.1,81.2,51.4,55.7,55.4,27.0,21.2,43.8,30.3,47.3,42.0,57.7,67.7,38.0,70.6,44.3,7.6,35.1,28.1,26.9,81.1,30.2,49.7
total_private_sector_,Q6,2108.0,107.0,42.0,76.0,75.0,111.0,17.0,84.0,73.0,123.0,82.0,22.0,113.0,28.0,13.0,56.0,45.0,75.0,57.0,124.0,121.0,26.0,43.0,32.0,51.0,84.0,87.0,71.0,88.0,12.0,121.0,140.0,12.0,6.0,23.0,6.0,48.0,54.0,111.0
total_private_sector__percentage,Q6,76.8,81.4,71.8,85.9,80.1,81.7,81.1,72.8,94.1,86.1,53.5,43.2,83.3,88.5,56.9,85.9,76.9,61.2,72.8,80.9,89.6,81.1,75.2,77.9,70.1,80.8,89.9,95.8,77.7,60.4,74.6,83.8,98.7,89.1,67.7,50.8,46.0,69.4,81.5
base_total,Q7,12184.0,528.0,438.0,518.0,415.0,524.0,433.0,434.0,519.0,559.0,522.0,435.0,519.0,218.0,399.0,462.0,244.0,423.0,236.0,536.0,449.0,505.0,497.0,514.0,417.0,471.0,452.0,517.0,424.0,216.0,439.0,422.0,73.0,73.0,329.0,67.0,393.0,413.0,450.0
base_weighted_total,Q7,12066.0,511.0,426.0,502.0,395.0,505.0,412.0,448.0,492.0,556.0,507.0,412.0,516.0,215.0,362.0,447.0,240.0,371.0,237.0,533.0,444.0,496.0,490.0,486.0,362.0,469.0,439.0,487.0,427.0,204.0,414.0,411.0,77.0,70.0,273.0,49.0,362.0,382.0,447.0
complexity_of_administrative_or_legal_procedures,Q7,4210.0,207.0,173.0,245.0,96.0,160.0,43.0,40.0,181.0,296.0,198.0,141.0,146.0,71.0,96.0,142.0,72.0,120.0,39.0,68.0,157.0,223.0,98.0,167.0,109.0,205.0,91.0,95.0,63.0,46.0,131.0,89.0,21.0,22.0,58.0,11.0,152.0,136.0,74.0
complexity_of_administrative_or_legal_procedures_percentage,Q7,34.9,40.5,40.6,48.8,24.3,31.7,10.5,8.9,36.9,53.2,39.0,34.1,28.2,33.0,26.4,31.8,29.8,32.2,16.5,12.8,35.4,45.0,20.0,34.2,30.1,43.8,20.6,19.6,14.7,22.7,31.6,21.6,27.8,31.9,21.1,22.2,41.9,35.4,16.5
difficulty_to_adapt_environmental_legislation_to_your_company,Q7,3055.0,155.0,73.0,96.0,52.0,117.0,40.0,19.0,86.0,225.0,194.0,53.0,91.0,40.0,43.0,136.0,51.0,77.0,27.0,64.0,74.0,172.0,66.0,142.0,52.0,106.0,83.0,74.0,57.0,27.0,98.0,91.0,10.0,16.0,40.0,7.0,68.0,105.0,75.0
difficulty_to_adapt_environmental_legislation_to_your_company_percentage,Q7,25.3,30.3,17.2,19.0,13.2,23.2,9.8,4.3,17.4,40.4,38.4,12.9,17.7,18.6,12.0,30.3,21.4,20.9,11.4,12.1,16.7,34.7,13.5,29.1,14.4,22.7,18.9,15.2,13.3,13.2,23.7,22.1,13.1,22.6,14.6,15.0,18.6,27.5,16.7
technical_requirements_of_the_legislation_not_being_up_to_date,Q7,2478.0,148.0,118.0,105.0,37.0,78.0,36.0,4.0,110.0,209.0,162.0,89.0,81.0,27.0,61.0,76.0,45.0,76.0,47.0,33.0,41.0,64.0,59.0,123.0,22.0,102.0,68.0,70.0,59.0,31.0,67.0,42.0,9.0,16.0,26.0,0.0,73.0,102.0,68.0
technical_requirements_of_the_legislation_not_being_up_to_date_percentage,Q7,20.5,29.0,27.7,20.8,9.3,15.5,8.8,0.9,22.4,37.5,31.9,21.5,15.7,12.4,16.9,17.0,18.9,20.4,20.0,6.2,9.2,13.0,12.1,25.3,6.1,21.7,15.4,14.3,13.8,15.5,16.2,10.3,12.2,23.4,9.5,0.8,20.1,26.6,15.3
difficulty_in_choosing_the_right_resource_efficiency_actions_for_your_company,Q7,2698.0,135.0,76.0,96.0,89.0,91.0,41.0,70.0,121.0,190.0,173.0,44.0,79.0,45.0,43.0,118.0,45.0,39.0,19.0,83.0,78.0,110.0,76.0,103.0,40.0,75.0,107.0,129.0,62.0,32.0,145.0,78.0,5.0,13.0,25.0,0.0,68.0,113.0,92.0
difficulty_in_choosing_the_right_resource_efficiency_actions_for_your_company_percentage,Q7,22.4,26.5,17.9,19.1,22.5,17.9,10.0,15.6,24.5,34.1,34.1,10.7,15.3,21.1,11.9,26.4,18.6,10.5,8.0,15.5,17.5,22.3,15.6,21.3,11.0,16.0,24.3,26.4,14.4,15.5,35.0,19.1,6.6,18.7,9.3,0.8,18.9,29.6,20.6
cost_of_environmental_actions,Q7,3373.0,142.0,109.0,131.0,156.0,157.0,59.0,111.0,180.0,263.0,182.0,63.0,90.0,75.0,84.0,108.0,53.0,85.0,31.0,95.0,133.0,113.0,68.0,101.0,89.0,127.0,116.0,139.0,109.0,42.0,194.0,134.0,3.0,11.0,32.0,0.0,80.0,134.0,106.0
cost_of_environmental_actions_percentage,Q7,28.0,27.8,25.5,26.0,39.4,31.1,14.4,24.8,36.6,47.3,36.0,15.2,17.4,34.7,23.1,24.2,22.2,22.9,13.0,17.8,29.9,22.8,14.0,20.8,24.7,27.0,26.3,28.5,25.5,20.5,47.0,32.7,3.8,15.8,11.6,0.8,22.0,35.1,23.7
lack_of_specific_environmental_expertise,Q7,2873.0,122.0,108.0,103.0,80.0,111.0,41.0,44.0,122.0,255.0,143.0,66.0,80.0,42.0,68.0,137.0,37.0,38.0,36.0,107.0,120.0,150.0,44.0,98.0,68.0,66.0,64.0,74.0,72.0,35.0,119.0,70.0,3.0,11.0,28.0,3.0,75.0,120.0,80.0
lack_of_specific_environmental_expertise_percentage,Q7,23.8,23.9,25.5,20.4,20.4,21.9,10.0,9.9,24.8,45.8,28.2,16.0,15.4,19.6,18.7,30.7,15.6,10.3,15.4,20.1,27.0,30.2,8.9,20.2,18.8,14.0,14.7,15.3,16.7,17.3,28.7,17.1,3.8,15.0,10.1,5.8,20.7,31.4,18.0
lack_of_supply_of_required_materials_parts_products_or_services,Q7,2390.0,115.0,76.0,112.0,64.0,117.0,46.0,98.0,115.0,179.0,108.0,46.0,54.0,36.0,50.0,83.0,71.0,40.0,45.0,78.0,81.0,107.0,87.0,100.0,48.0,82.0,92.0,91.0,114.0,38.0,76.0,86.0,5.0,7.0,23.0,4.0,64.0,129.0,130.0
lack_of_supply_of_required_materials_parts_products_or_services_percentage,Q7,19.8,22.4,17.9,22.2,16.1,23.2,11.2,21.8,23.4,32.1,21.3,11.2,10.4,16.7,13.8,18.5,29.4,10.9,19.2,14.6,18.1,21.6,17.9,20.5,13.2,17.5,21.0,18.7,26.7,18.6,18.3,20.8,6.5,10.0,8.4,7.2,17.5,33.6,29.0
lack_of_demand_for_resource_efficient_products_or_services,Q7,2175.0,110.0,102.0,111.0,84.0,88.0,61.0,53.0,107.0,166.0,111.0,40.0,47.0,26.0,51.0,63.0,40.0,21.0,29.0,33.0,118.0,112.0,56.0,122.0,26.0,85.0,50.0,92.0,117.0,36.0,111.0,77.0,3.0,10.0,33.0,0.0,49.0,126.0,113.0
lack_of_demand_for_resource_efficient_products_or_services_percentage,Q7,18.0,21.5,24.1,22.2,21.2,17.5,14.7,11.8,21.7,29.8,22.0,9.8,9.1,12.0,14.1,14.1,16.7,5.7,12.1,6.2,26.6,22.5,11.4,25.1,7.1,18.1,11.3,18.8,27.4,17.5,26.8,18.8,4.5,14.9,12.2,0.8,13.6,33.0,25.3
